"","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","strand","description"
"14448","ENSMUSG00000061961",258665,"Olfr815","protein_coding","10",129736439,129741736,-1,"olfactory receptor 815 [Source:MGI Symbol;Acc:MGI:3030649]"
"14449","ENSMUSG00000032558",74025,"Nphp3","protein_coding","9",103879743,103921017,1,"nephronophthisis 3 (adolescent) [Source:MGI Symbol;Acc:MGI:1921275]"
"14450","ENSMUSG00000063715",258667,"Olfr816","protein_coding","10",129745032,129751466,-1,"olfactory receptor 816 [Source:MGI Symbol;Acc:MGI:3030650]"
"14451","ENSMUSG00000058071",258773,"Olfr818","protein_coding","10",129780265,129784969,-1,"olfactory receptor 818 [Source:MGI Symbol;Acc:MGI:3030652]"
"14452","ENSMUSG00000049971",319804,"Glt1d1","protein_coding","5",127709326,127786438,1,"glycosyltransferase 1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2442755]"
"14453","ENSMUSG00000094295",100043200,"Olfr819","protein_coding","10",129798880,129803135,-1,"olfactory receptor 819 [Source:MGI Symbol;Acc:MGI:3030653]"
"14454","ENSMUSG00000095608",258266,"Olfr247","protein_coding","10",129809700,129812009,-1,"olfactory receptor 247 [Source:MGI Symbol;Acc:MGI:3030081]"
"14455","ENSMUSG00000094632",108167789,"Gm10310","protein_coding","10",129815944,129820931,-1,"predicted pseudogene 10310 [Source:MGI Symbol;Acc:MGI:3710649]"
"14456","ENSMUSG00000002055",54141,"Spag5","protein_coding","11",78192355,78213283,1,"sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]"
"14457","ENSMUSG00000036430",72726,"Tbcc","protein_coding","17",47201610,47202773,1,"tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976]"
"14458","ENSMUSG00000023978",19133,"Prph2","protein_coding","17",47221385,47235859,1,"peripherin 2 [Source:MGI Symbol;Acc:MGI:102791]"
"14459","ENSMUSG00000048745",258670,"Olfr820","protein_coding","10",129848490,129857155,1,"olfactory receptor 820 [Source:MGI Symbol;Acc:MGI:3030654]"
"14460","ENSMUSG00000044897",258772,"Olfr821","protein_coding","10",129866217,129870940,1,"olfactory receptor 821 [Source:MGI Symbol;Acc:MGI:3030655]"
"14461","ENSMUSG00000053873",503692,"Aym1","protein_coding","5",113505160,113505687,1,"activator of yeast meiotic promoters 1 [Source:MGI Symbol;Acc:MGI:1891321]"
"14462","ENSMUSG00000034310",243274,"Tmem132d","protein_coding","5",127858694,128510141,-1,"transmembrane protein 132D [Source:MGI Symbol;Acc:MGI:3044963]"
"14463","ENSMUSG00000005936",66989,"Kctd20","protein_coding","17",29170924,29188523,1,"potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239]"
"14464","ENSMUSG00000058251",258666,"Olfr822","protein_coding","10",129907079,129912778,1,"olfactory receptor 822 [Source:MGI Symbol;Acc:MGI:3030656]"
"14465","ENSMUSG00000029073",79554,"Cptp","protein_coding","4",155949180,155953897,-1,"ceramide-1-phosphate transfer protein [Source:MGI Symbol;Acc:MGI:1933107]"
"14466","ENSMUSG00000096747",258668,"Olfr823","protein_coding","10",129947396,129951252,-1,"olfactory receptor 823 [Source:MGI Symbol;Acc:MGI:3030657]"
"14467","ENSMUSG00000028187",70285,"Rpf1","protein_coding","3",146211711,146227184,-1,"ribosome production factor 1 homolog [Source:MGI Symbol;Acc:MGI:1917535]"
"14468","ENSMUSG00000095804",258669,"Olfr824","protein_coding","10",129959339,129965869,-1,"olfactory receptor 824 [Source:MGI Symbol;Acc:MGI:3030658]"
"14469","ENSMUSG00000078520",242711,"Cela3a","protein_coding","4",137128865,137137102,-1,"chymotrypsin-like elastase family, member 3A [Source:MGI Symbol;Acc:MGI:3651647]"
"14470","ENSMUSG00000063430",320916,"Wscd2","protein_coding","5",113638199,113727786,1,"WSC domain containing 2 [Source:MGI Symbol;Acc:MGI:2445030]"
"14471","ENSMUSG00000058084",258672,"Olfr825","protein_coding","10",129995601,130002635,-1,"olfactory receptor 825 [Source:MGI Symbol;Acc:MGI:3030659]"
"14472","ENSMUSG00000062627",320713,"Mysm1","protein_coding","4",94830277,94867337,-1,"myb-like, SWIRM and MPN domains 1 [Source:MGI Symbol;Acc:MGI:2444584]"
"14473","ENSMUSG00000059862",258671,"Olfr826","protein_coding","10",130014340,130020055,-1,"olfactory receptor 826 [Source:MGI Symbol;Acc:MGI:3030660]"
"14474","ENSMUSG00000040600",99662,"Eps8l3","protein_coding","3",107784545,107800216,1,"EPS8-like 3 [Source:MGI Symbol;Acc:MGI:2139743]"
"14475","ENSMUSG00000019790",78808,"Stxbp5","protein_coding","10",9631291,9776823,-1,"syntaxin binding protein 5 (tomosyn) [Source:MGI Symbol;Acc:MGI:1926058]"
"14476","ENSMUSG00000020381",68067,"Mrnip","protein_coding","11",50065271,50090942,1,"MRN complex interacting protein [Source:MGI Symbol;Acc:MGI:1915317]"
"14477","ENSMUSG00000101152",NA,"Gm28305","protein_coding","9",103917861,103953078,1,"predicted gene 28305 [Source:MGI Symbol;Acc:MGI:5579011]"
"14478","ENSMUSG00000042190",14747,"Cmklr1","protein_coding","5",113750415,113788487,-1,"chemokine-like receptor 1 [Source:MGI Symbol;Acc:MGI:109603]"
"14479","ENSMUSG00000035382",18554,"Pcsk7","protein_coding","9",45817795,45841024,1,"proprotein convertase subtilisin/kexin type 7 [Source:MGI Symbol;Acc:MGI:107421]"
"14480","ENSMUSG00000047821",94092,"Trim16","protein_coding","11",62711057,62741634,1,"tripartite motif-containing 16 [Source:MGI Symbol;Acc:MGI:2137356]"
"14481","ENSMUSG00000035898",231380,"Uba6","protein_coding","5",86257146,86320662,-1,"ubiquitin-like modifier activating enzyme 6 [Source:MGI Symbol;Acc:MGI:1913894]"
"14482","ENSMUSG00000061104",100041953,"Sap18b","protein_coding","8",96551974,96552762,1,"Sin3-associated polypeptide 18B [Source:MGI Symbol;Acc:MGI:3704317]"
"14483","ENSMUSG00000027950",11444,"Chrnb2","protein_coding","3",89653502,89671939,-1,"cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal) [Source:MGI Symbol;Acc:MGI:87891]"
"14484","ENSMUSG00000036534",234595,"Slc38a7","protein_coding","8",96562548,96580167,-1,"solute carrier family 38, member 7 [Source:MGI Symbol;Acc:MGI:2679005]"
"14485","ENSMUSG00000074652",668940,"Myh7b","protein_coding","2",155453132,155476227,1,"myosin, heavy chain 7B, cardiac muscle, beta [Source:MGI Symbol;Acc:MGI:3710243]"
"14486","ENSMUSG00000034931",217207,"Dhx8","protein_coding","11",101623745,101658184,1,"DEAH (Asp-Glu-Ala-His) box polypeptide 8 [Source:MGI Symbol;Acc:MGI:1306823]"
"14487","ENSMUSG00000028186",22262,"Uox","protein_coding","3",146276181,146338060,1,"urate oxidase [Source:MGI Symbol;Acc:MGI:98907]"
"14488","ENSMUSG00000023433",67868,"Cela3b","protein_coding","4",137148310,137157851,-1,"chymotrypsin-like elastase family, member 3B [Source:MGI Symbol;Acc:MGI:1915118]"
"14489","ENSMUSG00000037801",78250,"Iqch","protein_coding","9",63328737,63509775,-1,"IQ motif containing H [Source:MGI Symbol;Acc:MGI:1925500]"
"14490","ENSMUSG00000027015",73649,"Cybrd1","protein_coding","2",70948267,70973270,1,"cytochrome b reductase 1 [Source:MGI Symbol;Acc:MGI:2654575]"
"14491","ENSMUSG00000031672",14719,"Got2","protein_coding","8",96590762,96615175,-1,"glutamatic-oxaloacetic transaminase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:95792]"
"14492","ENSMUSG00000052684",16476,"Jun","protein_coding","4",94937271,94940459,-1,"jun proto-oncogene [Source:MGI Symbol;Acc:MGI:96646]"
"14493","ENSMUSG00000023977",224826,"Ubr2","protein_coding","17",47239221,47321482,-1,"ubiquitin protein ligase E3 component n-recognin 2 [Source:MGI Symbol;Acc:MGI:1861099]"
"14494","ENSMUSG00000041399",69380,"1700013G24Rik","protein_coding","4",137180595,137182772,1,"RIKEN cDNA 1700013G24 gene [Source:MGI Symbol;Acc:MGI:1916630]"
"14495","ENSMUSG00000026790",18286,"Odf2","protein_coding","2",29779233,29821758,1,"outer dense fiber of sperm tails 2 [Source:MGI Symbol;Acc:MGI:1098824]"
"14496","ENSMUSG00000042184",NA,"1700069L16Rik","protein_coding","5",113830483,113862833,-1,"RIKEN cDNA 1700069L16 gene [Source:MGI Symbol;Acc:MGI:1920726]"
"14497","ENSMUSG00000017390",11676,"Aldoc","protein_coding","11",78213794,78218607,1,"aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]"
"14498","ENSMUSG00000028185",56629,"Dnase2b","protein_coding","3",146286740,146321351,-1,"deoxyribonuclease II beta [Source:MGI Symbol;Acc:MGI:1913283]"
"14499","ENSMUSG00000081683",93897,"Fzd10","protein_coding","5",128677908,128681157,1,"frizzled class receptor 10 [Source:MGI Symbol;Acc:MGI:2136761]"
"14500","ENSMUSG00000053334",231630,"Ficd","protein_coding","5",113873864,113878661,1,"FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550]"
"14501","ENSMUSG00000029255",14715,"Gnrhr","protein_coding","5",86328613,86345760,-1,"gonadotropin releasing hormone receptor [Source:MGI Symbol;Acc:MGI:95790]"
"14502","ENSMUSG00000090202",75015,"4930503B20Rik","protein_coding","3",146350948,146357072,-1,"RIKEN cDNA 4930503B20 gene [Source:MGI Symbol;Acc:MGI:1922264]"
"14503","ENSMUSG00000048520",320118,"Fbxl13","protein_coding","5",21688845,21850632,-1,"F-box and leucine-rich repeat protein 13 [Source:MGI Symbol;Acc:MGI:2443416]"
"14504","ENSMUSG00000042572",70093,"Ube2q1","protein_coding","3",89680923,89691307,1,"ubiquitin-conjugating enzyme E2Q family member 1 [Source:MGI Symbol;Acc:MGI:1917343]"
"14505","ENSMUSG00000029034",71957,"Ints11","protein_coding","4",155954003,155973560,1,"integrator complex subunit 11 [Source:MGI Symbol;Acc:MGI:1919207]"
"14506","ENSMUSG00000062991",211323,"Nrg1","protein_coding","8",32304579,33374825,-1,"neuregulin 1 [Source:MGI Symbol;Acc:MGI:96083]"
"14507","ENSMUSG00000045559",258297,"Olfr827","protein_coding","10",130038918,130050272,-1,"olfactory receptor 827 [Source:MGI Symbol;Acc:MGI:3030661]"
"14508","ENSMUSG00000029775",76788,"Klhdc10","protein_coding","6",30401867,30455178,1,"kelch domain containing 10 [Source:MGI Symbol;Acc:MGI:1924038]"
"14509","ENSMUSG00000025375",11302,"Aatk","protein_coding","11",119898139,119937993,-1,"apoptosis-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:1197518]"
"14510","ENSMUSG00000048015",11923,"Neurod4","protein_coding","10",130104021,130116109,-1,"neurogenic differentiation 4 [Source:MGI Symbol;Acc:MGI:108055]"
"14511","ENSMUSG00000042182",320705,"Bend6","protein_coding","1",33891133,33946897,-1,"BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572]"
"14512","ENSMUSG00000034833",67596,"Tespa1","protein_coding","10",130158739,130199980,1,"thymocyte expressed, positive selection associated 1 [Source:MGI Symbol;Acc:MGI:1914846]"
"14513","ENSMUSG00000048652",75015,"Samd13","protein_coding","3",146350950,146391347,-1,"sterile alpha motif domain containing 13 [Source:MGI Symbol;Acc:MGI:2686498]"
"14514","ENSMUSG00000046280",214547,"She","protein_coding","3",89738677,89766141,1,"src homology 2 domain-containing transforming protein E [Source:MGI Symbol;Acc:MGI:1099462]"
"14515","ENSMUSG00000039883",74511,"Lrrc17","protein_coding","5",21748557,21780902,1,"leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761]"
"14516","ENSMUSG00000032085",21345,"Tagln","protein_coding","9",45840917,45847356,-1,"transgelin [Source:MGI Symbol;Acc:MGI:106012]"
"14517","ENSMUSG00000044362",70054,"Ccdc89","protein_coding","7",90075785,90077877,1,"coiled-coil domain containing 89 [Source:MGI Symbol;Acc:MGI:1917304]"
"14518","ENSMUSG00000027947",16194,"Il6ra","protein_coding","3",89771366,89820503,-1,"interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]"
"14519","ENSMUSG00000061184",435845,"Tmprss11c","protein_coding","5",86379340,86437167,-1,"transmembrane protease, serine 11c [Source:MGI Symbol;Acc:MGI:3521861]"
"14520","ENSMUSG00000053964",16855,"Lgals4","protein_coding","7",28533279,28541133,1,"lectin, galactose binding, soluble 4 [Source:MGI Symbol;Acc:MGI:107536]"
"14521","ENSMUSG00000051557",433813,"Pusl1","protein_coding","4",155972336,155976238,-1,"pseudouridylate synthase-like 1 [Source:MGI Symbol;Acc:MGI:3047787]"
"14522","ENSMUSG00000037257",66939,"Aagab","protein_coding","9",63509942,63551870,1,"alpha- and gamma-adaptin binding protein [Source:MGI Symbol;Acc:MGI:1914189]"
"14523","ENSMUSG00000018974",53890,"Sart3","protein_coding","5",113880507,113910571,-1,"squamous cell carcinoma antigen recognized by T cells 3 [Source:MGI Symbol;Acc:MGI:1858230]"
"14524","ENSMUSG00000070601",625068,"Vmn2r84","protein_coding","10",130213794,130230201,-1,"vomeronasal 2, receptor 84 [Source:MGI Symbol;Acc:MGI:3643367]"
"14525","ENSMUSG00000004032",14866,"Gstm5","protein_coding","3",107803137,107806002,1,"glutathione S-transferase, mu 5 [Source:MGI Symbol;Acc:MGI:1309466]"
"14526","ENSMUSG00000010175",19130,"Prox1","protein_coding","1",189850232,189902911,-1,"prospero homeobox 1 [Source:MGI Symbol;Acc:MGI:97772]"
"14527","ENSMUSG00000032557",66663,"Uba5","protein_coding","9",103923798,103940333,-1,"ubiquitin-like modifier activating enzyme 5 [Source:MGI Symbol;Acc:MGI:1913913]"
"14528","ENSMUSG00000092048",623734,"Vmn2r85","protein_coding","10",130249933,130265572,-1,"vomeronasal 2, receptor 85 [Source:MGI Symbol;Acc:MGI:3646965]"
"14529","ENSMUSG00000092162",625109,"Vmn2r86","protein_coding","10",130277431,130291919,-1,"vomeronasal 2, receptor 86 [Source:MGI Symbol;Acc:MGI:3649066]"
"14530","ENSMUSG00000028542",14664,"Slc6a9","protein_coding","4",117691703,117732395,1,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:MGI Symbol;Acc:MGI:95760]"
"14531","ENSMUSG00000091511",625131,"Vmn2r87","protein_coding","10",130306921,130333265,-1,"vomeronasal 2, receptor 87 [Source:MGI Symbol;Acc:MGI:3645796]"
"14532","ENSMUSG00000032402",17127,"Smad3","protein_coding","9",63554049,63665276,-1,"SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]"
"14533","ENSMUSG00000050994",215772,"Adgb","protein_coding","10",10211447,10348070,-1,"androglobin [Source:MGI Symbol;Acc:MGI:3605549]"
"14534","ENSMUSG00000061259",231382,"Tmprss11d","protein_coding","5",86450076,86521279,-1,"transmembrane protease, serine 11d [Source:MGI Symbol;Acc:MGI:2385221]"
"14535","ENSMUSG00000051451",233490,"Crebzf","protein_coding","7",90091937,90097202,1,"CREB/ATF bZIP transcription factor [Source:MGI Symbol;Acc:MGI:2675296]"
"14536","ENSMUSG00000030315",232334,"Vgll4","protein_coding","6",114837589,114946955,-1,"vestigial like family member 4 [Source:MGI Symbol;Acc:MGI:2652840]"
"14537","ENSMUSG00000026433",226422,"Rab29","protein_coding","1",131794962,131800625,1,"RAB29, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2385107]"
"14538","ENSMUSG00000040714",232943,"Klc3","protein_coding","7",19128362,19138029,-1,"kinesin light chain 3 [Source:MGI Symbol;Acc:MGI:1277971]"
"14539","ENSMUSG00000036867",17130,"Smad6","protein_coding","9",63860358,63929341,-1,"SMAD family member 6 [Source:MGI Symbol;Acc:MGI:1336883]"
"14540","ENSMUSG00000038525",67211,"Armc10","protein_coding","5",21850811,21867692,1,"armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461]"
"14541","ENSMUSG00000004035",68312,"Gstm7","protein_coding","3",107833650,107839133,-1,"glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]"
"14542","ENSMUSG00000030316",68971,"Tamm41","protein_coding","6",114981342,115014837,-1,"TAM41 mitochondrial translocator assembly and maintenance homolog [Source:MGI Symbol;Acc:MGI:1916221]"
"14543","ENSMUSG00000026434",98415,"Nucks1","protein_coding","1",131838272,131864059,1,"nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:MGI Symbol;Acc:MGI:1934811]"
"14544","ENSMUSG00000090150",102632,"Acad11","protein_coding","9",103940576,104004924,1,"acyl-Coenzyme A dehydrogenase family, member 11 [Source:MGI Symbol;Acc:MGI:2143169]"
"14545","ENSMUSG00000041958",276846,"Pigs","protein_coding","11",78219241,78233608,1,"phosphatidylinositol glycan anchor biosynthesis, class S [Source:MGI Symbol;Acc:MGI:2687325]"
"14546","ENSMUSG00000024006",106504,"Stk38","protein_coding","17",29189854,29226969,-1,"serine/threonine kinase 38 [Source:MGI Symbol;Acc:MGI:2442572]"
"14547","ENSMUSG00000072845",194597,"Tmprss11a","protein_coding","5",86558269,86616849,-1,"transmembrane protease, serine 11a [Source:MGI Symbol;Acc:MGI:2684853]"
"14548","ENSMUSG00000026701",11758,"Prdx6","protein_coding","1",161067682,161078789,-1,"peroxiredoxin 6 [Source:MGI Symbol;Acc:MGI:894320]"
"14549","ENSMUSG00000009394",20965,"Syn2","protein_coding","6",115111863,115258967,1,"synapsin II [Source:MGI Symbol;Acc:MGI:103020]"
"14550","ENSMUSG00000044968",242864,"Napepld","protein_coding","5",21867899,21906394,-1,"N-acyl phosphatidylethanolamine phospholipase D [Source:MGI Symbol;Acc:MGI:2140885]"
"14551","ENSMUSG00000015837",18412,"Sqstm1","protein_coding","11",50090193,50101654,-1,"sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"14552","ENSMUSG00000053522",16858,"Lgals7","protein_coding","7",28563278,28565709,1,"lectin, galactose binding, soluble 7 [Source:MGI Symbol;Acc:MGI:1316742]"
"14553","ENSMUSG00000025825",66383,"Iscu","protein_coding","5",113910809,113916349,1,"iron-sulfur cluster assembly enzyme [Source:MGI Symbol;Acc:MGI:1913633]"
"14554","ENSMUSG00000032198",319899,"Dock6","protein_coding","9",21711156,21763931,-1,"dedicator of cytokinesis 6 [Source:MGI Symbol;Acc:MGI:1914789]"
"14555","ENSMUSG00000068762",14867,"Gstm6","protein_coding","3",107846163,107851065,-1,"glutathione S-transferase, mu 6 [Source:MGI Symbol;Acc:MGI:1309467]"
"14556","ENSMUSG00000030615",66271,"Tmem126a","protein_coding","7",90099908,90106437,-1,"transmembrane protein 126A [Source:MGI Symbol;Acc:MGI:1913521]"
"14557","ENSMUSG00000019832",67844,"Rab32","protein_coding","10",10420746,10434009,-1,"RAB32, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915094]"
"14558","ENSMUSG00000038079",381259,"Tmem237","protein_coding","1",59139749,59159567,-1,"transmembrane protein 237 [Source:MGI Symbol;Acc:MGI:2138365]"
"14559","ENSMUSG00000030614",NA,"Tmem126b","protein_coding","7",90116646,90125209,-1,"transmembrane protein 126B [Source:MGI Symbol;Acc:MGI:1915722]"
"14560","ENSMUSG00000079451",320454,"Tmprss11g","protein_coding","5",86633735,86666459,-1,"transmembrane protease, serine 11g [Source:MGI Symbol;Acc:MGI:2444058]"
"14561","ENSMUSG00000090173",213980,"Fbxw10","protein_coding","11",62737895,62768291,1,"F-box and WD-40 domain protein 10 [Source:MGI Symbol;Acc:MGI:3052463]"
"14562","ENSMUSG00000092004",NA,"Gm17482","protein_coding","6",115204304,115236255,1,"predicted gene, 17482 [Source:MGI Symbol;Acc:MGI:4937116]"
"14563","ENSMUSG00000030317",110595,"Timp4","protein_coding","6",115218853,115229166,-1,"tissue inhibitor of metalloproteinase 4 [Source:MGI Symbol;Acc:MGI:109125]"
"14564","ENSMUSG00000078481",NA,"Gm10944","protein_coding","10",10557092,10557602,1,"predicted gene 10944 [Source:MGI Symbol;Acc:MGI:3779154]"
"14565","ENSMUSG00000019828",14816,"Grm1","protein_coding","10",10561803,10958100,-1,"glutamate receptor, metabotropic 1 [Source:MGI Symbol;Acc:MGI:1351338]"
"14566","ENSMUSG00000060279",11771,"Ap2a1","protein_coding","7",44549797,44578920,-1,"adaptor-related protein complex 2, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:101921]"
"14567","ENSMUSG00000000440",19016,"Pparg","protein_coding","6",115337912,115467360,1,"peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747]"
"14568","ENSMUSG00000078588",381546,"Ccdc24","protein_coding","4",117723721,117729754,-1,"coiled-coil domain containing 24 [Source:MGI Symbol;Acc:MGI:2685874]"
"14569","ENSMUSG00000054675",231633,"Tmem119","protein_coding","5",113931790,113938577,-1,"transmembrane protein 119 [Source:MGI Symbol;Acc:MGI:2385228]"
"14570","ENSMUSG00000048163",20345,"Selplg","protein_coding","5",113956597,113970705,-1,"selectin, platelet (p-selectin) ligand [Source:MGI Symbol;Acc:MGI:106689]"
"14571","ENSMUSG00000004038",14864,"Gstm3","protein_coding","3",107871012,107876599,-1,"glutathione S-transferase, mu 3 [Source:MGI Symbol;Acc:MGI:106026]"
"14572","ENSMUSG00000048764",243083,"Tmprss11f","protein_coding","5",86669757,86780283,-1,"transmembrane protease, serine 11f [Source:MGI Symbol;Acc:MGI:2442348]"
"14573","ENSMUSG00000060671",54667,"Atp8b2","protein_coding","3",89846788,89870815,-1,"ATPase, class I, type 8B, member 2 [Source:MGI Symbol;Acc:MGI:1859660]"
"14574","ENSMUSG00000071172",20383,"Srsf3","protein_coding","17",29251602,29262347,1,"serine and arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]"
"14575","ENSMUSG00000002058",22248,"Unc119","protein_coding","11",78234308,78239990,1,"unc-119 lipid binding chaperone [Source:MGI Symbol;Acc:MGI:1328357]"
"14576","ENSMUSG00000029423",57749,"Piwil1","protein_coding","5",128779588,128832538,1,"piwi-like RNA-mediated gene silencing 1 [Source:MGI Symbol;Acc:MGI:1928897]"
"14577","ENSMUSG00000028763",15530,"Hspg2","protein_coding","4",137196080,137297941,1,"perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]"
"14578","ENSMUSG00000014177",67510,"Tvp23b","protein_coding","11",62770281,62807606,1,"trans-golgi network vesicle protein 23B [Source:MGI Symbol;Acc:MGI:1914760]"
"14579","ENSMUSG00000012819",22295,"Cdh23","protein_coding","10",60138527,60532269,-1,"cadherin 23 (otocadherin) [Source:MGI Symbol;Acc:MGI:1890219]"
"14580","ENSMUSG00000042389",381802,"Tsen2","protein_coding","6",115521625,115555589,1,"tRNA splicing endonuclease subunit 2 [Source:MGI Symbol;Acc:MGI:2141599]"
"14581","ENSMUSG00000079355",252837,"Ackr4","protein_coding","9",103961356,104004132,-1,"atypical chemokine receptor 4 [Source:MGI Symbol;Acc:MGI:2181676]"
"14582","ENSMUSG00000026435",212980,"Slc45a3","protein_coding","1",131890705,131910707,1,"solute carrier family 45, member 3 [Source:MGI Symbol;Acc:MGI:1922082]"
"14583","ENSMUSG00000023067",12575,"Cdkn1a","protein_coding","17",29309950,29319701,1,"cyclin-dependent kinase inhibitor 1A (P21) [Source:MGI Symbol;Acc:MGI:104556]"
"14584","ENSMUSG00000032401",235435,"Lctl","protein_coding","9",64024429,64045400,1,"lactase-like [Source:MGI Symbol;Acc:MGI:2183549]"
"14585","ENSMUSG00000036620",103534,"Mgat4b","protein_coding","11",50101717,50125930,1,"mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]"
"14586","ENSMUSG00000068011",70291,"Mkrn2os","protein_coding","6",115560505,115569537,-1,"makorin, ring finger protein 2, opposite strand [Source:MGI Symbol;Acc:MGI:1917541]"
"14587","ENSMUSG00000000439",67027,"Mkrn2","protein_coding","6",115578863,115599585,1,"makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]"
"14588","ENSMUSG00000064147",442827,"Rab44","protein_coding","17",29333119,29367954,1,"RAB44, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:3045302]"
"14589","ENSMUSG00000026700",22164,"Tnfsf4","protein_coding","1",161222980,161245981,1,"tumor necrosis factor (ligand) superfamily, member 4 [Source:MGI Symbol;Acc:MGI:104511]"
"14590","ENSMUSG00000026436",13714,"Elk4","protein_coding","1",131935345,131960350,1,"ELK4, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:102853]"
"14591","ENSMUSG00000005103",22388,"Wdr1","protein_coding","5",38684156,38720564,-1,"WD repeat domain 1 [Source:MGI Symbol;Acc:MGI:1337100]"
"14592","ENSMUSG00000029782",72649,"Tmem209","protein_coding","6",30479052,30509782,-1,"transmembrane protein 209 [Source:MGI Symbol;Acc:MGI:1919899]"
"14593","ENSMUSG00000047822",624219,"Angptl8","protein_coding","9",21746806,21748643,1,"angiopoietin-like 8 [Source:MGI Symbol;Acc:MGI:3643534]"
"14594","ENSMUSG00000089872",320119,"Rps6kc1","protein_coding","1",190432399,190643967,-1,"ribosomal protein S6 kinase polypeptide 1 [Source:MGI Symbol;Acc:MGI:2443419]"
"14595","ENSMUSG00000042200",66338,"Cdrt4","protein_coding","11",62842019,62883921,1,"CMT1A duplicated region transcript 4 [Source:MGI Symbol;Acc:MGI:1913588]"
"14596","ENSMUSG00000032480",72831,"Dhx30","protein_coding","9",109913388,109946898,-1,"DEAH (Asp-Glu-Ala-His) box polypeptide 30 [Source:MGI Symbol;Acc:MGI:1920081]"
"14597","ENSMUSG00000024008",240058,"Cpne5","protein_coding","17",29374530,29457141,-1,"copine V [Source:MGI Symbol;Acc:MGI:2385908]"
"14598","ENSMUSG00000002057",15218,"Foxn1","protein_coding","11",78248403,78277384,-1,"forkhead box N1 [Source:MGI Symbol;Acc:MGI:102949]"
"14599","ENSMUSG00000029017",73078,"Pmpcb","protein_coding","5",21942139,21962150,1,"peptidase (mitochondrial processing) beta [Source:MGI Symbol;Acc:MGI:1920328]"
"14600","ENSMUSG00000042189",71062,"Tekt3","protein_coding","11",62952480,62985790,1,"tektin 3 [Source:MGI Symbol;Acc:MGI:1918312]"
"14601","ENSMUSG00000040562",14863,"Gstm2","protein_coding","3",107889018,107893769,-1,"glutathione S-transferase, mu 2 [Source:MGI Symbol;Acc:MGI:95861]"
"14602","ENSMUSG00000028573",75578,"Fggy","protein_coding","4",95445744,95815176,1,"FGGY carbohydrate kinase domain containing [Source:MGI Symbol;Acc:MGI:1922828]"
"14603","ENSMUSG00000020377",17001,"Ltc4s","protein_coding","11",50127288,50129443,-1,"leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]"
"14604","ENSMUSG00000030399",12715,"Ckm","protein_coding","7",19138701,19156766,1,"creatine kinase, muscle [Source:MGI Symbol;Acc:MGI:88413]"
"14605","ENSMUSG00000024007",68816,"Ppil1","protein_coding","17",29469777,29483160,-1,"peptidylprolyl isomerase (cyclophilin)-like 1 [Source:MGI Symbol;Acc:MGI:1916066]"
"14606","ENSMUSG00000066755",240873,"Tnfsf18","protein_coding","1",161322224,161332859,1,"tumor necrosis factor (ligand) superfamily, member 18 [Source:MGI Symbol;Acc:MGI:2673064]"
"14607","ENSMUSG00000035861",319875,"Tmprss11b","protein_coding","5",86805490,86824221,-1,"transmembrane protease, serine 11B [Source:MGI Symbol;Acc:MGI:2442893]"
"14608","ENSMUSG00000001095",20500,"Slc13a2","protein_coding","11",78287913,78313043,-1,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2 [Source:MGI Symbol;Acc:MGI:1276558]"
